symbol,instrument_token,tradingsymbol,name,last_price,lot_size
NSE:IXIGO,6161153,IXIGO,LE TRAVENUES TECHNOLOGY L,0,1
NSE:IZMO,3628545,IZMO,IZMO,0,1
NSE:J&KBANK,1442049,J&KBANK,J & K BANK,0,1
NSE:JAGRAN,3382017,JAGRAN,JAGRAN PRAKASHAN,0,1
NSE:JAGSNPHARM,1128961,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,0,1
NSE:JAICORPLTD,1316609,JAICORPLTD,JAI CORP,0,1
NSE:JAINREC,194366465,JAINREC,JAIN RESOURCE RECYCLING L,0,1
NSE:JAIPURKURT,1412097,JAIPURKURT,NANDANI CREATION,0,1
NSE:JAMNAAUTO,5319169,JAMNAAUTO,JAMNA AUTO IND,0,1
NSE:JARO,194547457,JARO,JARO INS OF TEC MG N RE L,0,1
NSE:JASH,3579393,JASH,JASH ENGINEERING,0,1
NSE:JAYAGROGN,1034497,JAYAGROGN,JAYANT AGRO ORGANICS,0,1
NSE:JAYBARMARU,437249,JAYBARMARU,JAY BHARAT MARUTI,0,1
NSE:JAYKAY,194578689,JAYKAY,JAYKAY ENTERPRISES,0,1
NSE:JAYNECOIND,596737,JAYNECOIND,JAYASWAL NECO INDUSTR,0,1
NSE:JAYSREETEA,440321,JAYSREETEA,JAYSHREE TEA & INDUSTRIES,0,1
NSE:JBCHEPHARM,441857,JBCHEPHARM,J B CHEMICALS AND PHARMA,0,1
NSE:JBMA,2983681,JBMA,JBM AUTO,0,1
NSE:JGCHEM,5902337,JGCHEM,J.G.CHEMICALS,0,1
NSE:JHS,3512321,JHS,JHS SVEND. LAB.,0,1
NSE:JINDALPHOT,3006209,JINDALPHOT,JINDAL PHOTO,0,1
NSE:JINDALPOLY,449537,JINDALPOLY,JINDAL POLY FILMS,0,1
NSE:JINDALSAW,774145,JINDALSAW,JINDAL SAW,0,1
NSE:JINDALSTEL,1723649,JINDALSTEL,JINDAL STEEL,0,1
NSE:JINDRILL,3552001,JINDRILL,JINDAL DRILLING IND.,0,1
NSE:JINDWORLD,5284353,JINDWORLD,JINDAL WORLDWIDE,0,1
NSE:JIOFIN,4644609,JIOFIN,JIO FIN SERVICES,0,1
NSE:JISLDVREQS,6575105,JISLDVREQS,JAIN DVR EQUITY SHARES,0,1
NSE:JISLJALEQS,2661633,JISLJALEQS,JAIN IRRIGATION SYSTEMS,0,1
NSE:JITFINFRA,5040897,JITFINFRA,JITF INFRALOGISTICS,0,1
NSE:JKCEMENT,3397121,JKCEMENT,JK CEMENT,0,1
NSE:JKIL,3908097,JKIL,JKUMAR INFR.LTD.,0,1
NSE:JKLAKSHMI,3453697,JKLAKSHMI,JK LAKSHMI CEMENT,0,1
NSE:JKPAPER,3036161,JKPAPER,JK PAPER,0,1
NSE:JKTYRE,3695361,JKTYRE,JK TYRE & INDUSTRIES,0,1
NSE:JLHL,4749569,JLHL,JUPITER LIFE LINE HOSP L,0,1
NSE:JMA,1819905,JMA,JULLUNDUR MOT AGENCY,0,1
NSE:JMFINANCIL,3491073,JMFINANCIL,JM FINANCIAL,0,1
NSE:JNKINDIA,6046977,JNKINDIA,JNK INDIA,0,1
NSE:JPOLYINVST,8065793,JPOLYINVST,JIND POL INV & FIN CO,0,1
NSE:JPPOWER,3011329,JPPOWER,JAIPRAKASH POWER VEN.,0,1
NSE:JSFB,5801729,JSFB,JANA SMALL FIN BANK,0,1
NSE:JSL,2876417,JSL,JINDAL STAINLESS,0,1
NSE:JSLL,194077441,JSLL,JEENA SIKHO LIFECARE,0,1
NSE:JSWCEMENT,194165761,JSWCEMENT,JSW CEMENT,0,1
NSE:JSWDULUX,375553,JSWDULUX,JSW DULUX,0,1
NSE:JSWENERGY,4574465,JSWENERGY,JSW ENERGY,0,1
NSE:JSWHL,3041281,JSWHL,JSW HOLDINGS,0,1
NSE:JSWINFRA,4869121,JSWINFRA,JSW INFRASTRUCTURE,0,1
NSE:JSWSTEEL,3001089,JSWSTEEL,JSW STEEL,0,1
NSE:JTEKTINDIA,828673,JTEKTINDIA,JTEKT INDIA,0,1
NSE:JTLIND,1865473,JTLIND,JTL INDUSTRIES,0,1
NSE:JUBLCPL,7575041,JUBLCPL,JUBILANT AGRI N CON PRO L,0,1
NSE:JUBLFOOD,4632577,JUBLFOOD,JUBILANT FOODWORKS,0,1
NSE:JUBLINGREA,712449,JUBLINGREA,JUBILANT INGREVIA,0,1
NSE:JUBLPHARMA,931073,JUBLPHARMA,JUBILANT PHARMOVA,0,1
NSE:JUNIPER,5842945,JUNIPER,JUNIPER HOTELS,0,1
NSE:JUSTDIAL,7670273,JUSTDIAL,JUSTDIAL,0,1
NSE:JWL,5177345,JWL,JUPITER WAGONS,0,1
NSE:JYOTHYLAB,3877377,JYOTHYLAB,JYOTHY LABS,0,1
NSE:JYOTICNC,5461505,JYOTICNC,JYOTI CNC AUTOMATION,0,1
NSE:JYOTISTRUC,461313,JYOTISTRUC,JYOTI STRUCTURES,0,1
NSE:KABRAEXTRU,462081,KABRAEXTRU,KABRA EXTRUSION TECHNIK L,0,1
NSE:KAJARIACER,462849,KAJARIACER,KAJARIA CERAMICS,0,1
NSE:KALAMANDIR,4801281,KALAMANDIR,SAI SILKS (KALAMANDIR) L,0,1
NSE:KALPATARU,194190849,KALPATARU,KALPATARU,0,1
NSE:KALYANIFRG,3879937,KALYANIFRG,KALYANI FORGE,0,1
NSE:KALYANKJIL,756481,KALYANKJIL,KALYAN JEWELLERS IND,0,1
NSE:KAMAHOLD,195259393,KAMAHOLD,KAMA HOLDINGS,0,1
NSE:KAMATHOTEL,467457,KAMATHOTEL,KAMAT HOTELS (I),0,1
NSE:KAMOPAINTS,3536385,KAMOPAINTS,KAMDHENU VENTURES,0,1
NSE:KANANIIND,6601217,KANANIIND,KANANI INDUSTRIES,0,1
NSE:KANPRPLA,456193,KANPRPLA,KANPUR PLASTIPACK,0,1
NSE:KANSAINER,306177,KANSAINER,KANSAI NEROLAC PAINTS,0,1
NSE:KAPSTON,4855553,KAPSTON,KAPSTON SERVICES,0,1
NSE:KARMAENG,6242561,KARMAENG,KARMA ENERGY,0,1
NSE:KARURVYSYA,470529,KARURVYSYA,KARUR VYSYA BANK,0,1
NSE:KAVDEFENCE,3902465,KAVDEFENCE,KAVVERI DFS & WIR TEC,0,1
NSE:KAYA,2630657,KAYA,KAYA,0,1
NSE:KAYNES,3095553,KAYNES,KAYNES TECHNOLOGY IND,0,1
NSE:KCP,471297,KCP,KCP,0,1
NSE:KCPSUGIND,1231105,KCPSUGIND,KCP SUGAR IND CORP,0,1
NSE:KDDL,3816449,KDDL,KDDL,0,1
NSE:KEC,3394561,KEC,KEC INTL.,0,1
NSE:KEEPLEARN,199169,KEEPLEARN,DSJ KEEP LEARNING,0,1
NSE:KEI,3407361,KEI,KEI INDUSTRIES,0,1
NSE:KELLTONTEC,3438081,KELLTONTEC,KELLTON TECH SOL,0,1
NSE:KENNAMET,3031297,KENNAMET,KENNAMETAL INDIA,0,1
NSE:KERNEX,3358977,KERNEX,KERNEX MICROSYS(I),0,1
NSE:KEYFINSERV,1064193,KEYFINSERV,KEYNOTE FIN SERV,0,1
NSE:KFINTECH,3419905,KFINTECH,KFIN TECHNOLOGIES,0,1
NSE:KHANDSE,2468097,KHANDSE,KHANDWALA SECURITIES,0,1
NSE:KICL,5406465,KICL,KALYANI INVEST CO,0,1
NSE:KIMS,1240833,KIMS,KRISHNA INST OF MED SCI L,0,1
NSE:KINGFA,4849665,KINGFA,KINGFA SCI & TEC IND,0,1
NSE:KIOCL,4896257,KIOCL,KIOCL,0,1
NSE:KIRANVYPAR,195261953,KIRANVYPAR,KIRAN VYAPAR,0,1
NSE:KIRIINDUS,4259585,KIRIINDUS,KIRI INDUSTRIES,0,1
NSE:KIRLFER,3703297,KIRLFER,KIRLOSKAR FERROUS IND,0,1
NSE:KIRLOSBROS,4756737,KIRLOSBROS,KIRLOSKAR BROTHERS,0,1
NSE:KIRLOSENG,5359617,KIRLOSENG,KIRLOSKAR OIL ENG,0,1
NSE:KIRLOSIND,4870401,KIRLOSIND,KIRLOSKAR INDUSTRIES,0,1
NSE:KIRLPNU,3886081,KIRLPNU,KIRLOSKAR PNEUMATIC COM L,0,1
NSE:KISSHT,195403265,KISSHT,ONEMI TECHNOLOGY SOL,0,1
NSE:KITEX,7398145,KITEX,KITEX GARMENTS,0,1
NSE:KKCL,3425537,KKCL,KEWAL KIRAN CLOTHING,0,1
NSE:KMEW,6933505,KMEW,KNOWLEDGE MARINE & EN W L,0,1
NSE:KMSUGAR,3754753,KMSUGAR,K M SUGAR MILLS,0,1
NSE:KNACK,195542785,KNACK,KNACK PACKAGING,0,1
NSE:KNAGRI,194796289,KNAGRI,KN AGRI RESOURCES,0,1
NSE:KNRCON,3912449,KNRCON,KNR CONSTRU,0,1
NSE:KOCONSINAV,2693889,KOCONSINAV,KOTAKMAMC - KOCONSINAV,0,1
NSE:KOHINOOR,770305,KOHINOOR,KOHINOOR FOODS,0,1
NSE:KOKMNCINAV,2734081,KOKMNCINAV,KOTAKMAMC - KOTAKMNCINAV,0,1
NSE:KOKUYOCMLN,4307713,KOKUYOCMLN,KOKUYO CAMLIN,0,1
NSE:KOLTEPATIL,3871745,KOLTEPATIL,KOLTE PATIL DEV.,0,1
NSE:KOTAKAINAV,2580481,KOTAKAINAV,KOTAKALPHA INAV,0,1
NSE:KOTAKBANK,492033,KOTAKBANK,KOTAK MAHINDRA BANK,0,1
NSE:KOTAKGINAV,2112513,KOTAKGINAV,KOTAKGOLD NAV,0,1
NSE:KOTAKIINAV,2579969,KOTAKIINAV,KOTAKIT INAV,0,1
NSE:KOTAKLINAV,2580993,KOTAKLINAV,KOTAKLOVOL INAV,0,1
NSE:KOTAKMINAV,2580225,KOTAKMINAV,KOTAKMID50 INAV,0,1
NSE:KOTAKNINAV,2580737,KOTAKNINAV,KOTAKNIFTY INAV,0,1
NSE:KOTAKPINAV,2579713,KOTAKPINAV,KOTAKPSUBK INAV,0,1
NSE:KOTAKSINAV,3350785,KOTAKSINAV,KOTAKMAMC - KOTAKSINAV,0,1
NSE:KOTAKVINAV,2579457,KOTAKVINAV,KOTAKNV20 INAV,0,1
NSE:KOTARISUG,2981633,KOTARISUG,KOTHARI SUG & CHEM,0,1
NSE:KOTHARIPET,1176065,KOTHARIPET,KOTHARI PETROCHEM,0,1
NSE:KOTHARIPRO,1415169,KOTHARIPRO,KOTHARI PRODUCTS,0,1
NSE:KOTIC,195264513,KOTIC,KOTHARI INDUSTRIAL CORP L,0,1
NSE:KOTLIQINAV,3572737,KOTLIQINAV,KOTAKMAMC - KOTLIQINAV,0,1
NSE:KOVAI,1329153,KOVAI,KOVAI MEDICAL CENTER & HO,0,1
NSE:KPEL,6932225,KPEL,K.P. ENERGY,0,1
NSE:KPIGREEN,1307649,KPIGREEN,KPI GREEN ENERGY,0,1
NSE:KPIL,464385,KPIL,KALPATARU PROJECT INT,0,1
NSE:KPITTECH,2478849,KPITTECH,KPIT TECHNOLOGIES,0,1
NSE:KPL,195265793,KPL,KWALITY PHARMACEUTICALS L,0,1
NSE:KPRMILL,3817473,KPRMILL,KPR MILL,0,1
NSE:KRBL,2707713,KRBL,KRBL,0,1
NSE:KREBSBIO,495873,KREBSBIO,KREBS BIOCHEMICALS & IND,0,1
NSE:KRISHANA,3288833,KRISHANA,KRISHANA PHOSCHEM,0,1
NSE:KRISHIVAL,193736193,KRISHIVAL,KRISHIVAL FOODS,0,1
NSE:KRISHNADEF,194865153,KRISHNADEF,KRISHNA DEF AND ALD IND L,0,1
NSE:KRITIKA,2377729,KRITIKA,KRITIKA WIRES,0,1
NSE:KRONOX,6150401,KRONOX,KRONOX LAB SCIENCES,0,1
NSE:KROSS,6464513,KROSS,KROSS,0,1
NSE:KRSNAA,1371905,KRSNAA,KRSNAA DIAGNOSTICS,0,1
NSE:KRYSTAL,5932801,KRYSTAL,KRYSTAL INTEGRATED SER L,0,1
NSE:KSB,498945,KSB,KSB,0,1
NSE:KSCL,3832833,KSCL,KAVERI SEED CO.,0,1
NSE:KSHINTL,194670849,KSHINTL,KSH INTERNATIONAL,0,1
NSE:KSL,4835585,KSL,KALYANI STEELS,0,1
NSE:KSOLVES,2831361,KSOLVES,KSOLVES INDIA,0,1
NSE:KSR,194556673,KSR,KSR FOOTWEAR,0,1
NSE:KTKBANK,2061825,KTKBANK,KARNATAKA BANK,0,1
NSE:KUANTUM,3550721,KUANTUM,KUANTUM PAPERS,0,1
NSE:KWIL,194802177,KWIL,KWALITY WALL'S (INDIA) L,0,1
NSE:LAGNAM,1501441,LAGNAM,LAGNAM SPINTEX,0,1
NSE:LAHOTIOV,195267073,LAHOTIOV,LAHOTI OVERSEAS,0,1
NSE:LAL,3820545,LAL,LORENZINI APPARELS,0,1
NSE:LALPATHLAB,2983425,LALPATHLAB,DR. LAL PATH LABS,0,1
NSE:LAMBODHARA,1640193,LAMBODHARA,LAMBODHARA TEXTILES,0,1
NSE:LANCORHOL,5894913,LANCORHOL,LANCOR HOLDINGS,0,1
NSE:LANDMARK,3398657,LANDMARK,LANDMARK CARS,0,1
NSE:LANDSMILL,4448257,LANDSMILL,LANDSMILL GREEN,0,1
NSE:LAOPALA,3692289,LAOPALA,LA OPALA RG,0,1
NSE:LASA,5558529,LASA,LASA SUPERGENERICS,0,1
NSE:LATENTVIEW,1745409,LATENTVIEW,LATENT VIEW ANALYTICS,0,1
NSE:LAURUSLABS,4923905,LAURUSLABS,LAURUS LABS,0,1
NSE:LAXMICOT,1681409,LAXMICOT,LAXMI COTSPIN,0,1
NSE:LAXMIDENTL,7467777,LAXMIDENTL,LAXMI DENTAL,0,1
NSE:LCCINFOTEC,1927425,LCCINFOTEC,LCC INFOTECH,0,1
NSE:LEMERITE,194636801,LEMERITE,LE MERITE EXPORTS,0,1
NSE:LEMONTREE,667137,LEMONTREE,LEMON TREE HOTELS,0,1
NSE:LENSKART,194458881,LENSKART,LENSKART SOLUTIONS,0,1
NSE:LEXUS,3701505,LEXUS,LEXUS GRANITO (INDIA),0,1
NSE:LFIC,2022913,LFIC,LAKSHMI FIN IND CORP,0,1
NSE:LGBBROSLTD,4690177,LGBBROSLTD,LG BALAKRISHNAN & BROS,0,1
NSE:LGEINDIA,194614529,LGEINDIA,LG ELECTRONICS INDIA,0,1
NSE:LGHL,5088257,LGHL,LAXMI GOLDORNA HOUSE,0,1
NSE:LIBAS,2836993,LIBAS,LIBAS CONSU PRODUCTS,0,1
NSE:LIBERTSHOE,510465,LIBERTSHOE,LIBERTY SHOES,0,1
NSE:LICHSGFIN,511233,LICHSGFIN,LIC HOUSING FINANCE,0,1
NSE:LICI,2426881,LICI,LIFE INSURA CORP OF INDIA,0,1
NSE:LICNFNINAV,2581761,LICNFNINAV,LICNFNHGP INAV,0,1
NSE:LICNMDINAV,5818625,LICNMDINAV,LICNAMC - LICNMDINAV,0,1
NSE:LIKHITHA,147969,LIKHITHA,LIKHITHA INFRASTRUC,0,1
NSE:LINC,1779457,LINC,LINC,0,1
NSE:LINCOLN,2968577,LINCOLN,LINCOLN PHARMA,0,1
NSE:LINDEINDIA,416513,LINDEINDIA,LINDE INDIA,0,1
NSE:LIQADDINAV,5994497,LIQADDINAV,DSPAMC - LIQADDINAV,0,1
NSE:LIQCASINAV,5573633,LIQCASINAV,ZERODHAAMC - LIQCASINAV,0,1
NSE:LIQGRBINAV,7816193,LIQGRBINAV,NIPPONAMC - LIQGRBINAV,0,1
NSE:LIQIDINAV,4499201,LIQIDINAV,MIRAEAMC - LIQIDINAV,0,1
NSE:LIQPLSINAV,6931969,LIQPLSINAV,MIRAEAMC - LIQPLSINAV,0,1
NSE:LIQSBIINAV,5047041,LIQSBIINAV,SBIAMC - LIQSBIINAV,0,1
NSE:LIQSHRINAV,6240513,LIQSHRINAV,SHRIRAM - LIQSHRINAV,0,1
NSE:LLOYDSENGG,4557057,LLOYDSENGG,LLOYDS ENGG WORK,0,1
NSE:LLOYDSENT,6606593,LLOYDSENT,LLOYDS ENTERPRISES,0,1
NSE:LLOYDSME,4432129,LLOYDSME,LLOYDS METALS N ENERGY L,0,1
NSE:LMW,506625,LMW,LMW,0,1
NSE:LODHA,824321,LODHA,LODHA DEVELOPERS,0,1
NSE:LORDSCHLO,4667393,LORDSCHLO,LORDS CHLORO ALKALI,0,1
NSE:LOTUSDEV,194085121,LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,0,1
NSE:LOTUSEYE,4302593,LOTUSEYE,LOTUS EYE HOSP & INST L,0,1
NSE:LOVABLE,5738241,LOVABLE,LOVABLE LINGERIE,0,1
NSE:LOYALTEX,2711041,LOYALTEX,LOYAL TEXTILE MILLS,0,1
NSE:LPDC,4316929,LPDC,LANDMARK PR.DEV.CO.LTD,0,1
NSE:LT,2939649,LT,LARSEN & TOUBRO,0,1
NSE:LTCASEINAV,7817985,LTCASEINAV,ZERODHAAMC - LTCASEINAV,0,1
NSE:LTF,6386689,LTF,L&T FINANCE,0,1
NSE:LTFOODS,3536897,LTFOODS,LT FOODS,0,1
NSE:LTM,4561409,LTM,LTM,0,1
NSE:LTTS,4752385,LTTS,L&T TECHNOLOGY SER.,0,1
NSE:LUMAXIND,516609,LUMAXIND,LUMAX INDUSTRIES,0,1
NSE:LUMAXTECH,3587585,LUMAXTECH,LUMAX AUTO TECH,0,1
NSE:LUPIN,2672641,LUPIN,LUPIN,0,1
NSE:LUXIND,2893057,LUXIND,LUX INDUSTRIES,0,1
NSE:LXCHEM,727297,LXCHEM,LAXMI ORGANIC INDUS,0,1
NSE:LYPSAGEMS,8055809,LYPSAGEMS,LYPSA GEMS & JEWEL,0,1
NSE:M&M,519937,M&M,MAHINDRA & MAHINDRA,0,1
NSE:M&MFIN,3400961,M&MFIN,M&M FIN. SERVICES,0,1
NSE:MAANALU,3844353,MAANALU,MAAN ALUMINIUM,0,1
NSE:MACPOWER,5720833,MACPOWER,MACPOWER CNC MACHINES,0,1
NSE:MADHAV,3878657,MADHAV,MADHAV MARBLE & GRANITE,0,1
NSE:MADHAVIPL,195268353,MADHAVIPL,MADHAV INFRA PROJECTS L,0,1
NSE:MADRASFERT,1257217,MADRASFERT,MADRAS FERTILISERS,0,1
NSE:MAFANGINAV,2590209,MAFANGINAV,MAFANG INAV,0,1
NSE:MAFATIND,195269633,MAFATIND,MAFATLAL INDUSTRIES,0,1
NSE:MAG813INAV,3827969,MAG813INAV,MIRAEAMC - MAG813INAV,0,1
NSE:MAGADSUGAR,5476353,MAGADSUGAR,MAGADH SUGAR & ENERGY,0,1
NSE:MAGNUM,3828993,MAGNUM,MAGNUM VENTURES,0,1
NSE:MAGOLDINAV,3657985,MAGOLDINAV,MIRAEAMC - MAGOLDINAV,0,1
NSE:MAHABANK,2912513,MAHABANK,BANK OF MAHARASHTRA,0,1
NSE:MAHAPEXLTD,1341185,MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,0,1
NSE:MAHASTEEL,4486913,MAHASTEEL,MAHAMAYA STEEL INDS,0,1
NSE:MAHEPC,4506369,MAHEPC,MAHINDRA EPC IRRIG,0,1
NSE:MAHKTEINAV,2586881,MAHKTEINAV,MAHKTECH INAV,0,1
NSE:MAHLIFE,2060801,MAHLIFE,MAHINDRA LIFESPACE DEVLTD,0,1
NSE:MAHLOG,98561,MAHLOG,MAHINDRA LOGISTIC,0,1
NSE:MAHSCOOTER,533761,MAHSCOOTER,MAHARASHTRA SCOOTERS,0,1
NSE:MAHSEAMLES,534529,MAHSEAMLES,MAHARASHTRA SEAMLESS,0,1
NSE:MAITHANALL,6281729,MAITHANALL,MAITHAN ALLOYS,0,1
NSE:MAJESAUT,195270913,MAJESAUT,MAJESTIC AUTO,0,1
NSE:MALLCOM,2039041,MALLCOM,MALLCOM (INDIA),0,1
NSE:MALUPAPER,3418113,MALUPAPER,MALU PAPER MILLS,0,1
NSE:MAMATA,7343873,MAMATA,MAMATA MACHINERY,0,1
NSE:MANAKALUCO,1899521,MANAKALUCO,MANAK ALUMINIUM CO.,0,1
NSE:MANAKCOAT,1897729,MANAKCOAT,MAN COAT METAL & IND,0,1
NSE:MANAKSIA,3890945,MANAKSIA,MANAKSIA,0,1
NSE:MANALIPETC,3531777,MANALIPETC,MANALI PETROCHEMICALS LT,0,1
NSE:MANAPPURAM,4879617,MANAPPURAM,MANAPPURAM FINANCE,0,1
NSE:MANBA,6552833,MANBA,MANBA FINANCE,0,1
NSE:MANCREDIT,6354689,MANCREDIT,MANGAL CREDIT N FINCORP L,0,1
NSE:MANGALAM,3025153,MANGALAM,MANGALAM DRUG & CHEM,0,1
NSE:MANGLMCEM,539137,MANGLMCEM,MANGALAM CEMENT,0,1
NSE:MANINDS,3042305,MANINDS,MAN INDUSTRIES (I),0,1
NSE:MANINFRA,4665857,MANINFRA,MAN INFRA,0,1
NSE:MANKIND,3937281,MANKIND,MANKIND PHARMA,0,1
NSE:MANOMAY,3520769,MANOMAY,MANOMAY TEX INDIA,0,1
NSE:MANORAMA,2618113,MANORAMA,MANORAMA INDUSTRIES,0,1
NSE:MANXT5INAV,2589953,MANXT5INAV,MANXT50 INAV,0,1
NSE:MANYAVAR,2090753,MANYAVAR,VEDANT FASHIONS,0,1
NSE:MAPMYINDIA,1850113,MAPMYINDIA,C.E. INFO SYSTEMS,0,1
NSE:MARATHON,4776705,MARATHON,MARATHON NXTGEN REALT,0,1
NSE:MARICO,1041153,MARICO,MARICO,0,1
NSE:MARINE,339969,MARINE,MARINE ELECTRICAL (I),0,1
NSE:MARKOLINES,194612225,MARKOLINES,MARKOLINES PAVEMENT TEC L,0,1
NSE:MARKSANS,2708225,MARKSANS,MARKSANS PHARMA,0,1
NSE:MARSONS,194914817,MARSONS,MARSONS,0,1
NSE:MARUTI,2815745,MARUTI,MARUTI SUZUKI INDIA,0,1
NSE:MASFIN,50945,MASFIN,MAS FINANCIAL SERV,0,1
NSE:MASILINAV,4295681,MASILINAV,MIRAEAMC - MASILINAV,0,1
NSE:MASPTOINAV,2590465,MASPTOINAV,MASPTOP50 INAV,0,1
NSE:MASTEK,543745,MASTEK,MASTEK,0,1
NSE:MASTERTR,6924033,MASTERTR,MASTER TRUST,0,1
NSE:MATRIMONY,5561857,MATRIMONY,MATRIMONY.COM,0,1
NSE:MAXESTATES,5029377,MAXESTATES,MAX ESTATES,0,1
NSE:MAXHEALTH,5728513,MAXHEALTH,MAX HEALTHCARE INS,0,1
NSE:MAXIND,5741569,MAXIND,MAX INDIA,0,1
NSE:MAYURUNIQ,7399937,MAYURUNIQ,MAYUR UNIQUOTERS,0,1
NSE:MAZDOCK,130305,MAZDOCK,MAZAGON DOCK SHIPBUIL,0,1
NSE:MBAPL,3247617,MBAPL,MADHYA BHARAT AGRO P.,0,1
NSE:MBEL,194086401,MBEL,M AND B ENGINEERING,0,1
NSE:MCL,5724161,MCL,M TEK COPPER,0,1
NSE:MCLOUD,7547393,MCLOUD,MAGELLANIC CLOUD,0,1
NSE:MCX,7982337,MCX,MULTI COMMODITY EXCHANGE,0,1
NSE:MD150CINAV,6166273,MD150CINAV,ZERODHAAMC - MD150CINAV,0,1
NSE:MEDANTA,3060737,MEDANTA,GLOBAL HEALTH,0,1
NSE:MEDIASSIST,5556481,MEDIASSIST,MEDI ASSIST HEALTH SER L,0,1
NSE:MEDICAMEQ,1607169,MEDICAMEQ,MEDICAMEN BIOTECH,0,1
NSE:MEDICO,2474753,MEDICO,MEDICO REMEDIES,0,1
NSE:MEDPLUS,1857025,MEDPLUS,MEDPLUS HEALTH SERV,0,1
NSE:MEESHO,194618625,MEESHO,MEESHO,0,1
NSE:MEGASTAR,2087169,MEGASTAR,MEGASTAR FOODS,0,1
NSE:MENNPIS,195273473,MENNPIS,MENON PISTONS,0,1
NSE:MERCANTILE,195274753,MERCANTILE,MERCANTILE VENTURES,0,1
NSE:METALIINAV,6368257,METALIINAV,ICICIPRAMC - METALIINAV,0,1
NSE:METALINAV,6591233,METALINAV,MIRAEAMC - METALINAV,0,1
NSE:METROBRAND,1853953,METROBRAND,METRO BRANDS,0,1
NSE:METROGLOBL,195276033,METROGLOBL,METROGLOBAL,0,1
NSE:METROPOLIS,2452737,METROPOLIS,METROPOLIS HEALTHCARE,0,1
NSE:MFML,6383873,MFML,MAHALAXMI FABRIC MILLS LT,0,1
NSE:MFSL,548353,MFSL,MAX FINANCIAL SERV,0,1
NSE:MGL,4488705,MGL,MAHANAGAR GAS,0,1
NSE:MHLXMIRU,2018817,MHLXMIRU,MAHALAXMI RUBTECH,0,1
NSE:MHRIL,4437249,MHRIL,MAHINDRA HOLIDAYS,0,1
NSE:MID15INAV,7801601,MID15INAV,KOTAKMAMC - MID15INAV,0,1
NSE:MIDADDINAV,7830273,MIDADDINAV,DSPAMC - MIDADDINAV,0,1
NSE:MIDHANI,630529,MIDHANI,MISHRA DHATU NIGAM,0,1
NSE:MIDSMAINAV,6107649,MIDSMAINAV,MIRAEAMC - MIDSMAINAV,0,1
NSE:MIDWESTLTD,194436353,MIDWESTLTD,MIDWEST,0,1
NSE:MINDACORP,6629633,MINDACORP,MINDA CORPORATION,0,1
NSE:MINDTECK,4620545,MINDTECK,MINDTECK (INDIA),0,1
NSE:MINFRAINAV,7809025,MINFRAINAV,MOTILALAMC - MINFRAINAV,0,1
NSE:MIRZAINT,1124865,MIRZAINT,MIRZA INTERNATIONAL LIMIT,0,1
NSE:MITTAL,4751873,MITTAL,MITTAL LIFE STYLE,0,1
NSE:MKPL,4284417,MKPL,M K PROTEINS,0,1
NSE:MMFL,3544065,MMFL,MM FORGINGS,0,1
NSE:MMP,4197121,MMP,MMP INDUSTRIES,0,1
NSE:MMTC,4596993,MMTC,MMTC,0,1
NSE:MNV30FINAV,3791617,MNV30FINAV,MIRAEAMC - MNV30FINAV,0,1
NSE:MOALPHINAV,7815425,MOALPHINAV,MOTILALAMC - MOALPHINAV,0,1
NSE:MOBANK10,194993409,MOBANK10,MOTILALAMC - MOBANK10,0,1
NSE:MOBIKWIK,7179777,MOBIKWIK,ONE MOBIKWIK SYSTEMS,0,1
NSE:MOBK10INAV,7838721,MOBK10INAV,MOTILALAMC - MOBK10INAV,0,1
NSE:MOCAPIINAV,7697409,MOCAPIINAV,MOTILALAMC - MOCAPIINAV,0,1
NSE:MODEFINAV,6386433,MODEFINAV,MOTILALAMC - MODEFINAV,0,1
NSE:MODIRUBBER,570625,MODIRUBBER,MODI RUBBER,0,1
NSE:MODIS,194496513,MODIS,MODIS NAVNIRMAN,0,1
NSE:MODTHREAD,573697,MODTHREAD,MODERN THREADS INDIA,0,1
NSE:MOENERINAV,7821057,MOENERINAV,MOTILALAMC - MOENERINAV,0,1
NSE:MOGOLDINAV,7816449,MOGOLDINAV,MOTILALAMC - MOGOLDINAV,0,1
NSE:MOGSECINAV,2590977,MOGSECINAV,MOGSEC INAV,0,1
NSE:MOHITIND,7532289,MOHITIND,MOHIT INDUSTRIES,0,1
NSE:MOHLTHINAV,2708993,MOHLTHINAV,MOTILALAMC - MOHLTHINAV,0,1
NSE:MOIL,5332481,MOIL,MOIL,0,1
NSE:MOIPOINAV,7827457,MOIPOINAV,MOTILALAMC - MOIPOINAV,0,1
NSE:MOKSH,918017,MOKSH,MOKSH ORNAMENTS,0,1
NSE:MOL,1380865,MOL,MEGHMANI ORGANICS,0,1
NSE:MOLDTECH,4512001,MOLDTECH,MOLD-TEK TECHNOLOGIES,0,1
NSE:MOLDTKPAC,1718529,MOLDTKPAC,MOLD-TEK PACKAGING,0,1
NSE:MOLOWVINAV,2593537,MOLOWVINAV,MOLOWVOL INAV,0,1
NSE:MOM100INAV,2591233,MOM100INAV,MOM100 INAV,0,1
NSE:MOM50INAV,2592513,MOM50INAV,MOM50 INAV,0,1
